sentence1,sentence2,label
"25, June 11",2025-06-11,1
"2025, Jun 11","25, June 11",1
"December 11, 2025",2025Jun11,0
11/6/2025,"11 Jun, 25",1
"25, Jun 11","June 11, 2025",1
Random date text,11/06/25,0
"11 June, 2025",6/11/2025,1
June 2025 11,"25, Jun 11",0
"Jun 11, 25",11/06/2025,1
"2025, June 11","11 Jun, 2025",1
June 2025 11,Jun112025,0
"11 June, 2025","11 Jun, 25",1
"2025, June 11","25, Jun 11",1
"January 36, 2028",6/11/25,0
06/11/25,"Jun 11, 25",1
"June 11, 2015","25, Jun 11",0
"Jun 11, 2025",6/11/2025,1
"2025, June 11",2025Jun11,1
"June 11, 2015","2025, Jun 11",0
"11 Jun, 2025",2025Jun11,1
"11 Jun, 2025",Jun112025,1
"January 36, 2028","Jun 11, 2025",0
6/11/25,"2025, Jun 11",1
Random date text,2025/06/11,0
"2025, Jun 11",2025-06-11,1
"2025, Jun 11",11/06/2025,1
25/11/06,"11 June, 2025",0
2025-06-11,"11 Jun, 2025",1
11/06/25,11/06/2025,1
"December 11, 2025",2025-06-11,0
2025-06-11,6/11/2025,1
2025/11/06,"11 Jun, 2025",0
11/6/2025,"2025, Jun 11",1
6/11/25,11/06/2025,1
"January 36, 2028","Jun 11, 2025",0
"2025, Jun 11",6/11/2025,1
11/06/25,"Jun 11, 2025",1
25/11/06,20250611,0
"June 11, 2025","11 Jun, 2025",1
"January 36, 2028",2025/6/11,0
11/06/2025,11/06/25,1
"2025, June 11",6/11/2025,1
25/11/06,"2025, June 11",0
2025-06-11,11/06/2025,1
20250611,11/6/25,1
2025/11/06,11/06/25,0
11/06/25,"Jun 11, 2025",1
Random date text,6/11/2025,0
"June 11, 2025",2025-06-11,1
"2025, Jun 11",2025/06/11,1
25/11/06,"Jun 11, 2025",0
11/06/2025,2025-06-11,1
2025Jun11,2025/6/11,1
"December 11, 2025",06/11/2025,0
"Jun 11, 2025",06/11/2025,1
Random date text,2025/06/11,0
"2025, Jun 11","2025, Jun 11",1
"11 Jun, 2025","June 11, 2025",1
Random date text,"25, June 11",0
2025/6/11,11/06/2025,1
6/11/25,2025-06-11,1
2025/11/06,2025/6/11,0
"11 Jun, 25","11 Jun, 2025",1
25/11/06,"11 Jun, 2025",0
11Jun2025,11/6/2025,1
11/6/2025,2025/6/11,1
2025/11/06,2025/6/11,0
11Jun2025,"25, June 11",1
"2025, Jun 11",2025/6/11,1
Random date text,"25, Jun 11",0
"11 Jun, 25","2025, Jun 11",1
"January 36, 2028","Jun 11, 2025",0
6/11/2025,20250611,1
Jun112025,6/11/25,1
"December 11, 2025",11/6/2025,0
6/11/2025,20250611,1
"2025, June 11",11Jun2025,1
June 2025 11,2025/6/11,0
11/6/2025,"Jun 11, 2025",1
June 2025 11,2025-06-11,0
20250611,2025Jun11,1
2025/06/11,06/11/2025,1
"June 11, 2015",2025Jun11,0
20250611,"2025, Jun 11",1
6/11/25,"11 June, 2025",1
2025/11/06,"11 Jun, 2025",0
11/6/2025,2025-06-11,1
25/11/06,20250611,0
Jun112025,11/6/2025,1
06/11/2025,"Jun 11, 2025",1
June 2025 11,11/06/25,0
11/6/2025,"2025, June 11",1
"2025, Jun 11","2025, Jun 11",1
2025/11/06,"11 June, 2025",0
"25, June 11",2025/06/11,1
2025/11/06,"2025, Jun 11",0
20250611,2025/6/11,1
2025/06/11,"2025, Jun 11",1
25/11/06,06/11/25,0
2025-06-11,06/11/2025,1
"June 11, 2025","11 Jun, 25",1
25/11/06,"Jun 11, 2025",0
"Jun 11, 25","2025, Jun 11",1
"December 11, 2025",6/11/2025,0
11/06/25,"11 Jun, 25",1
Jun112025,06/11/2025,1
"January 36, 2028",06/11/25,0
"25, June 11",Jun112025,1
"11 Jun, 2025",6/11/2025,1
June 2025 11,20250611,0
11/06/2025,2025/06/11,1
"June 11, 2015",20250611,0
06/11/25,6/11/25,1
06/11/2025,"Jun 11, 25",1
"June 11, 2015",2025/06/11,0
"Jun 11, 2025",06/11/2025,1
"11 June, 2025","June 11, 2025",1
"December 11, 2025",11/06/2025,0
11Jun2025,"Jun 11, 2025",1
"June 11, 2015","Jun 11, 2025",0
11/06/25,20250611,1
11/06/2025,11/6/2025,1
June 2025 11,"Jun 11, 2025",0
"11 June, 2025",2025Jun11,1
"25, June 11","11 Jun, 2025",1
"January 36, 2028","25, Jun 11",0
"11 June, 2025",11/6/25,1
"January 36, 2028",2025/6/11,0
"11 June, 2025","25, June 11",1
"Jun 11, 2025",6/11/25,1
"June 11, 2015","Jun 11, 2025",0
"Jun 11, 2025",2025/06/11,1
"11 Jun, 2025",11/6/25,1
"June 11, 2015","Jun 11, 25",0
"2025, Jun 11","11 June, 2025",1
Random date text,"11 Jun, 2025",0
"Jun 11, 2025","2025, Jun 11",1
6/11/25,"Jun 11, 25",1
2025/11/06,"11 Jun, 25",0
2024-09-02,9/2/2024,1
2/9/2024,"02 September, 2024",1
Random date text,2/9/2024,0
9/2/24,"Sep 02, 2024",1
24/02/09,"24, Sep 02",0
20240902,"Sep 02, 2024",1
2024/09/02,"Sep 02, 2024",1
"September 02, 2025","02 Sep, 24",0
"02 Sep, 2024",Sep022024,1
"Sep 02, 2024",20240902,1
"September 02, 2025",2/9/24,0
02/09/24,"September 02, 2024",1
September 2024 02,"02 September, 2024",0
20240902,2/9/24,1
"Sep 02, 24",02Sep2024,1
September 2024 02,"Sep 02, 24",0
"02 Sep, 24","24, Sep 02",1
2/9/24,2024/9/2,1
"June 38, 2006",02/09/24,0
09/02/2024,09/02/24,1
2024/02/09,"September 02, 2024",0
"24, September 02","24, Sep 02",1
"September 02, 2024","24, September 02",1
2024/02/09,"02 Sep, 2024",0
"24, Sep 02",2024/09/02,1
9/2/2024,20240902,1
2024/02/09,2/9/24,0
"September 02, 2024",09/02/2024,1
24/02/09,"02 Sep, 2024",0
09/02/2024,20240902,1
"02 Sep, 24","02 Sep, 2024",1
"July 02, 2024","02 Sep, 2024",0
2/9/2024,20240902,1
2024Sep02,"Sep 02, 2024",1
"July 02, 2024",2024-09-02,0
02/09/24,2024-09-02,1
2024/02/09,2/9/24,0
"02 Sep, 2024","2024, Sep 02",1
02/09/2024,9/2/2024,1
24/02/09,"02 Sep, 24",0
20240902,2/9/2024,1
"Sep 02, 24",2024/9/2,1
2024/02/09,2/9/2024,0
"2024, September 02",9/2/2024,1
"June 38, 2006","Sep 02, 24",0
"24, September 02","02 Sep, 2024",1
2024-09-02,"24, September 02",1
"July 02, 2024","2024, September 02",0
"2024, Sep 02","2024, September 02",1
2024-09-02,"2024, Sep 02",1
"July 02, 2024","Sep 02, 24",0
09/02/2024,9/2/24,1
"June 38, 2006",02/09/24,0
"24, Sep 02",9/2/2024,1
2/9/2024,02/09/24,1
September 2024 02,20240902,0
"Sep 02, 2024",2/9/24,1
02Sep2024,"02 Sep, 24",1
2024/02/09,2/9/24,0
2024/09/02,2024/9/2,1
Random date text,"02 Sep, 2024",0
Sep022024,2/9/2024,1
"2024, Sep 02",2024/09/02,1
Random date text,Sep022024,0
"02 Sep, 2024",09/02/2024,1
"2024, Sep 02","02 September, 2024",1
"September 02, 2025","Sep 02, 2024",0
"Sep 02, 2024",02Sep2024,1
"September 02, 2025",Sep022024,0
2/9/2024,"Sep 02, 24",1
2/9/2024,"24, September 02",1
September 2024 02,02Sep2024,0
20240902,09/02/24,1
09/02/2024,2024/9/2,1
September 2024 02,2024/09/02,0
"2024, September 02",2024/09/02,1
September 2024 02,"2024, Sep 02",0
09/02/2024,09/02/24,1
"24, Sep 02",02/09/24,1
"July 02, 2024","2024, September 02",0
"Sep 02, 2024",09/02/24,1
2024/09/02,9/2/24,1
Random date text,"2024, Sep 02",0
2/9/2024,9/2/24,1
2024/02/09,02/09/24,0
"02 Sep, 2024","02 Sep, 2024",1
9/2/24,09/02/2024,1
Random date text,"Sep 02, 2024",0
9/2/2024,"02 September, 2024",1
2024/9/2,02/09/2024,1
24/02/09,"24, Sep 02",0
"Sep 02, 24",09/02/24,1
"September 02, 2025",02/09/2024,0
"Sep 02, 2024",2/9/2024,1
"2024, Sep 02",2024/09/02,1
Random date text,09/02/2024,0
"02 Sep, 24",09/02/2024,1
9/2/2024,"02 Sep, 2024",1
Random date text,"Sep 02, 2024",0
2024/9/2,"September 02, 2024",1
"June 38, 2006",9/2/2024,0
9/2/2024,"Sep 02, 2024",1
2024/9/2,"2024, September 02",1
"July 02, 2024",02/09/24,0
"02 Sep, 2024","Sep 02, 2024",1
"Sep 02, 24",09/02/2024,1
September 2024 02,2/9/24,0
9/2/24,"24, Sep 02",1
"September 02, 2025",2024Sep02,0
09/02/2024,9/2/2024,1
2024-09-02,"02 Sep, 24",1
24/02/09,"2024, September 02",0
2024/09/02,2024-09-02,1
"Sep 02, 2024","Sep 02, 2024",1
Random date text,"02 Sep, 2024",0
09/02/2024,09/02/24,1
September 2024 02,"2024, Sep 02",0
2024/09/02,"Sep 02, 24",1
"02 Sep, 2024",2024Sep02,1
"September 02, 2025",9/2/2024,0
"02 Sep, 2024",2024-09-02,1
"September 02, 2024","2024, Sep 02",1
"June 38, 2006",09/02/24,0
9/2/24,9/2/2024,1
September 2024 02,"Sep 02, 2024",0
2024/9/2,"Sep 02, 2024",1
"2024, Sep 02","02 September, 2024",1
24/02/09,"2024, Sep 02",0
9/2/24,Sep022024,1
2024/09/02,09/02/24,1
"July 02, 2024","02 Sep, 2024",0
"02 Sep, 2024",09/02/2024,1
24/02/09,02/09/24,0
"24, Sep 02",9/2/2024,1
"02 September, 2024","02 Sep, 24",1
24/02/09,2/9/24,0
02Sep2024,"02 September, 2024",1
09/02/2024,"Sep 02, 24",1
2024/02/09,09/02/2024,0
"2024, Sep 02","September 02, 2024",1
"June 38, 2006","September 02, 2024",0
"02 Sep, 2024","Sep 02, 2024",1
2024Sep02,Sep022024,1
September 2024 02,"September 02, 2024",0
02/09/24,2024/9/2,1
"Sep 02, 24","24, September 02",1
24/02/09,"24, September 02",0
"2024, Sep 02","02 Sep, 2024",1
Random date text,2024/9/2,0
2024Sep02,"2024, Sep 02",1
"24, Sep 02","02 Sep, 2024",1
24/02/09,02Sep2024,0
"September 02, 2024","Sep 02, 2024",1
"Sep 02, 2024","Sep 02, 2024",1
2024/02/09,2024-09-02,0
"02 Sep, 2024","24, September 02",1
2024/02/09,"2024, Sep 02",0
20240902,2024/09/02,1
9/2/24,"Sep 02, 24",1
"September 02, 2025","September 02, 2024",0
09/02/2024,"September 02, 2024",1
"24, Sep 02",2/9/24,1
September 2024 02,2024/09/02,0
"2024, Sep 02",02/09/2024,1
2024/02/09,"24, September 02",0
2024-09-02,2/9/2024,1
"02 Sep, 24",2024-09-02,1
September 2024 02,"02 Sep, 2024",0
09/02/2024,"24, September 02",1
"2024, September 02",09/02/2024,1
September 2024 02,"2024, Sep 02",0
"02 Sep, 24",09/02/24,1
"June 38, 2006","02 September, 2024",0
2024-09-02,02/09/2024,1
Sep022024,"02 Sep, 2024",1
September 2024 02,"24, Sep 02",0
"02 September, 2024",2024/09/02,1
02/09/2024,Sep022024,1
"July 02, 2024","02 Sep, 2024",0
2024/9/2,2024Sep02,1
"July 02, 2024","02 Sep, 2024",0
2/9/2024,"Sep 02, 24",1
"24, September 02","02 Sep, 2024",1
24/02/09,09/02/24,0
2024-09-02,"September 02, 2024",1
02/09/2024,2024-09-02,1
"July 02, 2024","2024, September 02",0
09/02/24,02/09/2024,1
September 2024 02,09/02/2024,0
2/9/2024,9/2/24,1
"2024, Sep 02",09/02/2024,1
September 2024 02,"02 Sep, 2024",0
"Sep 02, 2024","2024, Sep 02",1
"2024, Sep 02",09/02/24,1
24/02/09,02/09/24,0
02/09/2024,"02 September, 2024",1
"September 02, 2025","02 Sep, 2024",0
9/2/2024,"September 02, 2024",1
"Sep 02, 2024",09/02/24,1
September 2024 02,2024/9/2,0
24Dec2024,"2024, Dec 24",1
12/24/24,"December 24, 2024",1
2024/24/12,24/12/2024,0
12/24/2024,Dec242024,1
Random date text,"Dec 24, 2024",0
"2024, Dec 24",2024-12-24,1
2024Dec24,"2024, Dec 24",1
"November 24, 2024",24/12/2024,0
"December 24, 2024",2024/12/24,1
"24, Dec 24",Dec242024,1
"November 24, 2024","24, December 24",0
"2024, Dec 24","Dec 24, 2024",1
24/24/12,2024/12/24,0
24/12/2024,"Dec 24, 2024",1
"24 Dec, 2024",24Dec2024,1
"July 36, 2003",2024-12-24,0
"Dec 24, 24",2024Dec24,1
24/12/24,20241224,1
Random date text,"December 24, 2024",0
"24, Dec 24","Dec 24, 24",1
"November 24, 2024","24 Dec, 2024",0
"Dec 24, 2024","December 24, 2024",1
"24 December, 2024","Dec 24, 2024",1
"November 24, 2024",2024/12/24,0
24Dec2024,"December 24, 2024",1
24/12/24,"December 24, 2024",1
Random date text,"24, Dec 24",0
12/24/24,"Dec 24, 24",1
Random date text,24/12/2024,0
"24, Dec 24",12/24/2024,1
"Dec 24, 24","24, Dec 24",1
Random date text,12/24/24,0
"December 24, 2024","24 Dec, 24",1
12/24/24,20241224,1
24/24/12,"Dec 24, 2024",0
2024/12/24,"Dec 24, 2024",1
2024/24/12,2024Dec24,0
12/24/24,20241224,1
2024/12/24,"Dec 24, 2024",1
"December 24, 2026",12/24/24,0
"2024, Dec 24","24, Dec 24",1
"2024, Dec 24",2024/12/24,1
24/24/12,"24, December 24",0
"Dec 24, 2024","2024, Dec 24",1
Random date text,Dec242024,0
12/24/2024,20241224,1
24/12/24,20241224,1
"December 24, 2026",12/24/24,0
2024/12/24,24/12/24,1
2024-12-24,12/24/2024,1
24/24/12,12/24/24,0
12/24/24,"Dec 24, 2024",1
24/24/12,"24 Dec, 24",0
24/12/24,"2024, Dec 24",1
12/24/24,2024/12/24,1
"November 24, 2024","24 Dec, 2024",0
12/24/24,24/12/24,1
12/24/24,"24, December 24",1
24/24/12,"December 24, 2024",0
24/12/2024,24/12/24,1
"December 24, 2026","2024, Dec 24",0
"24 Dec, 2024","Dec 24, 24",1
"2024, Dec 24","24, Dec 24",1
"July 36, 2003",24Dec2024,0
12/24/2024,2024/12/24,1
12/24/24,"Dec 24, 24",1
"November 24, 2024",12/24/24,0
24/12/24,"24 Dec, 2024",1
"November 24, 2024","24 Dec, 2024",0
"24 Dec, 24",2024Dec24,1
12/24/2024,24/12/2024,1
December 2024 24,2024Dec24,0
20241224,"2024, December 24",1
"24 Dec, 24","December 24, 2024",1
"December 24, 2026","Dec 24, 2024",0
24Dec2024,12/24/2024,1
December 2024 24,2024-12-24,0
24/12/2024,20241224,1
24/12/24,2024/12/24,1
December 2024 24,"2024, December 24",0
2024-12-24,24/12/2024,1
2024/12/24,20241224,1
Random date text,24/12/24,0
24Dec2024,"2024, December 24",1
December 2024 24,"24 Dec, 2024",0
"2024, Dec 24",24/12/2024,1
"24, Dec 24",12/24/2024,1
"December 24, 2026",24/12/24,0
24/12/2024,12/24/24,1
24/12/24,12/24/2024,1
24/24/12,2024Dec24,0
"24 Dec, 2024","24, Dec 24",1
2024/24/12,12/24/24,0
12/24/2024,24Dec2024,1
"2024, December 24",24/12/24,1
24/24/12,"2024, December 24",0
"2024, December 24",Dec242024,1
2024/12/24,24Dec2024,1
Random date text,"2024, December 24",0
2024-12-24,"Dec 24, 24",1
Random date text,"2024, Dec 24",0
"24 Dec, 2024","Dec 24, 24",1
"24 Dec, 24",2024/12/24,1
"November 24, 2024","24, Dec 24",0
"Dec 24, 24",24/12/2024,1
2024Dec24,24Dec2024,1
2024/24/12,24/12/2024,0
24/12/2024,2024/12/24,1
Random date text,2024/12/24,0
24/12/2024,"24 December, 2024",1
"December 24, 2024",24/12/2024,1
Random date text,20241224,0
"December 24, 2024","24, December 24",1
"24, Dec 24",24/12/2024,1
Random date text,"2024, Dec 24",0
"2024, Dec 24",24/12/2024,1
"July 36, 2003",24/12/2024,0
12/24/2024,2024Dec24,1
Dec242024,"24 Dec, 2024",1
Random date text,24/12/24,0
20241224,"24 Dec, 2024",1
Dec242024,24/12/2024,1
December 2024 24,"Dec 24, 2024",0
12/24/2024,"24 Dec, 2024",1
"July 36, 2003",2024Dec24,0
2024Dec24,"24, Dec 24",1
"Dec 24, 2024",2024/12/24,1
"November 24, 2024",24/12/24,0
2024Dec24,"24 Dec, 24",1
2024/12/24,2024Dec24,1
2024/24/12,12/24/24,0
12/24/2024,"24, December 24",1
"November 24, 2024",24/12/2024,0
24/12/24,"Dec 24, 2024",1
2024/12/24,"24 Dec, 24",1
2024/24/12,"2024, Dec 24",0
"Dec 24, 2024","December 24, 2024",1
24/12/24,"Dec 24, 2024",1
December 2024 24,2024/12/24,0
24/12/24,24/12/2024,1
2024/24/12,24/12/2024,0
2024Dec24,24/12/24,1
12/24/24,2024/12/24,1
December 2024 24,"24, December 24",0
24/12/24,"24, Dec 24",1
"2024, Dec 24",12/24/24,1
"July 36, 2003","24, December 24",0
"Dec 24, 24","24, December 24",1
24/24/12,12/24/24,0
"Dec 24, 24",12/24/2024,1
24/12/24,"24, Dec 24",1
December 2024 24,"24 Dec, 2024",0
12/24/24,24Dec2024,1
2024-12-24,2024Dec24,1
"November 24, 2024",24/12/2024,0
2024/12/24,24Dec2024,1
December 2024 24,2024-12-24,0
"24 Dec, 2024","2024, December 24",1
2024Dec24,"Dec 24, 2024",1
Random date text,"24 Dec, 2024",0
"2024, Dec 24","24 December, 2024",1
Dec242024,20241224,1
"November 24, 2024",12/24/2024,0
"2024, Dec 24","Dec 24, 24",1
"December 24, 2026",2024-12-24,0
12/24/24,24Dec2024,1
"24, Dec 24",24/12/2024,1
"November 24, 2024","2024, Dec 24",0
"24, Dec 24",Dec242024,1
"Dec 24, 2024","2024, Dec 24",1
"December 24, 2026",24/12/24,0
20241224,2024-12-24,1
"July 36, 2003","24 December, 2024",0
20241224,2024/12/24,1
"24 Dec, 2024",12/24/2024,1
2024/24/12,24Dec2024,0
"Dec 24, 2024","December 24, 2024",1
"24, Dec 24",24/12/2024,1
"December 24, 2026",24/12/24,0
"24 Dec, 24",12/24/24,1
2024/24/12,12/24/24,0
24/12/24,24/12/2024,1
Dec242024,24/12/2024,1
"November 24, 2024","2024, Dec 24",0
"December 24, 2024",12/24/2024,1
24/12/24,24/12/2024,1
December 2024 24,"24 December, 2024",0
2024/12/24,2024/12/24,1
December 2024 24,"Dec 24, 2024",0
2024/12/24,"2024, Dec 24",1
2024/12/24,"24 Dec, 2024",1
"December 24, 2026",Dec242024,0
24Dec2024,12/24/24,1
"Dec 24, 2024",24/12/24,1
"December 24, 2026",12/24/24,0
12/24/2024,"24 Dec, 24",1
"November 24, 2024",Dec242024,0
"Dec 24, 24","24 Dec, 24",1
"2024, December 24",2024/12/24,1
24/24/12,24/12/2024,0
18/7/2024,"Jul 18, 2024",1
"18 Jul, 2024",18/07/24,1
July 2024 18,18/07/2024,0
20240718,2024/07/18,1
24/18/07,20240718,0
"Jul 18, 24","July 18, 2024",1
Jul182024,18/07/2024,1
"August 40, 2028",18/07/24,0
2024Jul18,"18 July, 2024",1
"18 Jul, 2024","2024, July 18",1
"July 18, 2034","18 Jul, 2024",0
18Jul2024,18/7/24,1
24/18/07,18Jul2024,0
7/18/24,2024Jul18,1
"Jul 18, 24",18/7/2024,1
July 2024 18,"Jul 18, 2024",0
18/07/24,2024/7/18,1
18Jul2024,2024/7/18,1
"July 18, 2034",2024-07-18,0
2024/07/18,18/07/24,1
"August 40, 2028",18/07/24,0
18/7/2024,2024-07-18,1
"2024, Jul 18","2024, Jul 18",1
2024/18/07,18/7/24,0
"24, Jul 18","18 July, 2024",1
"18 Jul, 2024",Jul182024,1
"May 18, 2024",07/18/2024,0
18/7/2024,"Jul 18, 24",1
"July 18, 2034",7/18/2024,0
"24, July 18",07/18/24,1
"2024, July 18",2024/07/18,1
"May 18, 2024",18/7/2024,0
"Jul 18, 2024",18/7/2024,1
"18 Jul, 2024","24, Jul 18",1
Random date text,7/18/24,0
"18 July, 2024","2024, Jul 18",1
Random date text,"Jul 18, 24",0
"2024, Jul 18",18/7/2024,1
18/07/2024,18/07/24,1
"July 18, 2034","24, Jul 18",0
"18 July, 2024","2024, July 18",1
2024/07/18,7/18/24,1
July 2024 18,07/18/2024,0
"18 Jul, 2024",18Jul2024,1
July 2024 18,"July 18, 2024",0
18/7/24,7/18/24,1
"2024, July 18","July 18, 2024",1
"July 18, 2034",07/18/24,0
07/18/24,7/18/2024,1
2024Jul18,"Jul 18, 24",1
24/18/07,"24, Jul 18",0
Jul182024,18/7/2024,1
2024/18/07,2024Jul18,0
"18 July, 2024",2024/07/18,1
18Jul2024,18/07/2024,1
"May 18, 2024","18 July, 2024",0
Jul182024,"2024, July 18",1
18Jul2024,"24, July 18",1
"May 18, 2024",18/7/24,0
07/18/24,07/18/2024,1
24/18/07,"2024, July 18",0
"Jul 18, 2024",18/07/2024,1
"18 Jul, 24",2024Jul18,1
24/18/07,"18 Jul, 2024",0
2024Jul18,"18 Jul, 24",1
"18 Jul, 2024",18Jul2024,1
July 2024 18,Jul182024,0
"24, July 18",7/18/2024,1
"July 18, 2034","Jul 18, 24",0
"Jul 18, 2024","2024, Jul 18",1
"Jul 18, 2024",18/7/2024,1
"August 40, 2028",18/07/24,0
2024Jul18,18Jul2024,1
"24, Jul 18",2024-07-18,1
"August 40, 2028","2024, July 18",0
20240718,18/07/2024,1
"August 40, 2028","18 Jul, 24",0
"18 July, 2024","2024, Jul 18",1
"18 July, 2024","Jul 18, 2024",1
July 2024 18,2024Jul18,0
07/18/2024,"2024, July 18",1
"Jul 18, 2024",7/18/2024,1
2024/18/07,"Jul 18, 2024",0
"Jul 18, 24","Jul 18, 2024",1
2024/18/07,Jul182024,0
"Jul 18, 2024",20240718,1
18/07/2024,"July 18, 2024",1
2024/18/07,Jul182024,0
18/07/2024,7/18/2024,1
18/7/2024,"18 July, 2024",1
24/18/07,2024/07/18,0
18/07/24,"Jul 18, 2024",1
"July 18, 2034","18 July, 2024",0
18/7/24,2024-07-18,1
2024-07-18,"Jul 18, 2024",1
"July 18, 2034","2024, Jul 18",0
"Jul 18, 2024",18/07/2024,1
"Jul 18, 2024",18/07/2024,1
July 2024 18,"Jul 18, 2024",0
"Jul 18, 2024",07/18/2024,1
Random date text,20240718,0
"18 Jul, 24",07/18/24,1
"18 Jul, 2024",2024/07/18,1
"May 18, 2024","18 July, 2024",0
2024/07/18,"July 18, 2024",1
"Jul 18, 24",Jul182024,1
July 2024 18,18/7/24,0
7/18/2024,18/7/2024,1
24/18/07,"July 18, 2024",0
07/18/2024,"Jul 18, 2024",1
"24, July 18","18 Jul, 24",1
"August 40, 2028","24, Jul 18",0
2024/7/18,"Jul 18, 2024",1
"July 18, 2024","2024, Jul 18",1
Random date text,"24, Jul 18",0
"18 Jul, 2024",20240718,1
"August 40, 2028",18/7/2024,0
"24, July 18",2024Jul18,1
2024-07-18,2024Jul18,1
"July 18, 2034","2024, July 18",0
"24, Jul 18","Jul 18, 2024",1
18/07/2024,20240718,1
"May 18, 2024",18/7/24,0
"July 18, 2024","2024, Jul 18",1
2024/18/07,18/07/2024,0
18Jul2024,"18 Jul, 24",1
07/18/24,"18 July, 2024",1
2024/18/07,18/7/24,0
20240718,"2024, July 18",1
"2024, Jul 18","18 July, 2024",1
July 2024 18,7/18/2024,0
18/7/24,"2024, Jul 18",1
"May 18, 2024",2024/07/18,0
"18 July, 2024",18/07/2024,1
20240718,18/7/2024,1
Random date text,Jul182024,0
18/07/2024,18/7/24,1
"Jul 18, 2024",7/18/2024,1
"May 18, 2024",18/7/2024,0
"24, Jul 18",18/7/2024,1
"May 18, 2024",18/7/2024,0
18/07/2024,Jul182024,1
"18 Jul, 24",18/7/24,1
Random date text,18/07/24,0
"24, Jul 18",2024/07/18,1
18Jul2024,"18 July, 2024",1
Random date text,"18 Jul, 24",0
18/7/2024,2024/7/18,1
24/18/07,2024-07-18,0
18/07/2024,2024/7/18,1
7/18/24,"18 July, 2024",1
2024/18/07,18/7/2024,0
7/18/2024,18/7/2024,1
"24, Jul 18",2024/7/18,1
Random date text,2024/7/18,0
07/18/24,2024/07/18,1
"July 18, 2034",18/07/24,0
2024/07/18,"Jul 18, 2024",1
07/18/2024,"2024, Jul 18",1
"August 40, 2028",18/07/24,0
"18 July, 2024","Jul 18, 24",1
18/7/2024,"18 Jul, 24",1
July 2024 18,"2024, Jul 18",0
18/7/2024,2024/07/18,1
"July 18, 2034","2024, Jul 18",0
20240718,18/07/24,1
"Jul 18, 2024",18/7/2024,1
Random date text,7/18/24,0
18/07/2024,18Jul2024,1
18/07/24,07/18/2024,1
"May 18, 2024","2024, Jul 18",0
"2024, Jul 18",18Jul2024,1
July 2024 18,2024-07-18,0
"2024, Jul 18",18/07/24,1
20240718,2024Jul18,1
"August 40, 2028",18Jul2024,0
07/18/2024,18/7/2024,1
18/7/2024,"18 Jul, 24",1
Random date text,"Jul 18, 24",0
"18 Jul, 24","18 Jul, 2024",1
"August 40, 2028","24, Jul 18",0
20240718,2024-07-18,1
"July 18, 2024","18 Jul, 2024",1
"May 18, 2024","2024, Jul 18",0
Jul182024,2024-07-18,1
2024Jul18,"18 Jul, 2024",1
24/18/07,"18 Jul, 2024",0
2024/07/18,18/7/24,1
"August 40, 2028","Jul 18, 2024",0
7/18/2024,"Jul 18, 2024",1
18/7/24,"18 July, 2024",1
July 2024 18,"18 Jul, 2024",0
18/07/2024,2024Jul18,1
"July 18, 2024",2024/07/18,1
24/18/07,20240718,0
7/18/2024,2024/07/18,1
2024/18/07,2024/7/18,0
07/18/24,18/07/2024,1
"Jul 18, 2024",2024/07/18,1
"July 18, 2034",07/18/24,0
08/06/25,"2025, June 08",1
"25, June 08",08Jun2025,1
25/08/06,6/8/2025,0
"25, Jun 08",06/08/2025,1
2025/08/06,06/08/25,0
"June 08, 2025","25, June 08",1
"08 Jun, 25","25, Jun 08",1
"January 38, 2004",20250608,0
"Jun 08, 2025",6/8/25,1
"2025, June 08","Jun 08, 2025",1
June 2025 08,08/06/25,0
"Jun 08, 25","08 Jun, 2025",1
"June 08, 2018",2025Jun08,0
2025/6/8,"2025, June 08",1
08/06/25,8/6/2025,1
2025/08/06,08/06/2025,0
"08 Jun, 2025","08 June, 2025",1
"08 Jun, 2025","08 Jun, 2025",1
Random date text,"25, Jun 08",0
"2025, June 08",20250608,1
June 2025 08,"08 Jun, 25",0
2025Jun08,"Jun 08, 2025",1
2025/06/08,08/06/2025,1
"June 08, 2018",2025Jun08,0
6/8/25,"08 Jun, 25",1
"2025, Jun 08",2025-06-08,1
25/08/06,2025/06/08,0
"Jun 08, 25",20250608,1
2025/08/06,08Jun2025,0
2025/6/8,"08 June, 2025",1
"2025, Jun 08",2025-06-08,1
"January 38, 2004","08 June, 2025",0
8/6/25,"Jun 08, 25",1
"08 Jun, 2025","08 June, 2025",1
"March 08, 2025","Jun 08, 25",0
"25, June 08","Jun 08, 2025",1
"June 08, 2018","Jun 08, 2025",0
2025Jun08,"2025, Jun 08",1
"25, Jun 08","June 08, 2025",1
Random date text,"08 Jun, 25",0
06/08/25,08Jun2025,1
"Jun 08, 25","08 Jun, 2025",1
"January 38, 2004",08/06/25,0
6/8/25,"Jun 08, 2025",1
"January 38, 2004",06/08/2025,0
06/08/25,"08 Jun, 2025",1
06/08/2025,"2025, June 08",1
"March 08, 2025","25, June 08",0
Jun082025,"08 Jun, 2025",1
6/8/2025,"2025, June 08",1
25/08/06,6/8/2025,0
Jun082025,"08 Jun, 2025",1
25/08/06,"08 Jun, 25",0
2025/06/08,06/08/25,1
"08 Jun, 2025",6/8/2025,1
2025/08/06,20250608,0
8/6/2025,08Jun2025,1
"2025, June 08",2025/6/8,1
"March 08, 2025","Jun 08, 2025",0
08/06/25,2025-06-08,1
"January 38, 2004","08 Jun, 2025",0
