Input,Paraphrase,Type
2024/10/29,2024-10-29,1
29/October/2024,2024-10-29,1
2024/29/10,2024-10-29,0
October 2024 29,2024-10-29,0
"October 29, 2014",2024-10-29,0
"January 29, 2024",2024-10-29,0
"August 36, 2057",2024-10-29,0
Random date text,2024-10-29,0
"January 05, 2025",2025-01-05,1
05-01-2025,2025-01-05,1
05 January 2025,2025-01-05,1
2025/01/05,2025-01-05,1
05/January/2025,2025-01-05,1
2025/05/01,2025-01-05,0
January 2025 05,2025-01-05,0
"January 05, 2035",2025-01-05,0
"April 05, 2025",2025-01-05,0
"August 37, 2028",2025-01-05,0
Random date text,2025-01-05,0
"May 03, 2025",2025-05-03,1
03-05-2025,2025-05-03,1
03 May 2025,2025-05-03,1
2025/05/03,2025-05-03,1
03/May/2025,2025-05-03,1
2025/03/05,2025-05-03,0
May 2025 03,2025-05-03,0
"May 03, 2016",2025-05-03,0
"December 03, 2025",2025-05-03,0
"October 37, 2008",2025-05-03,0
Random date text,2025-05-03,0
"June 17, 2024",2024-06-17,1
17-06-2024,2024-06-17,1
17 June 2024,2024-06-17,1
2024/06/17,2024-06-17,1
17/June/2024,2024-06-17,1
2024/17/06,2024-06-17,0
June 2024 17,2024-06-17,0
"June 17, 2032",2024-06-17,0
"May 17, 2024",2024-06-17,0
"July 32, 2093",2024-06-17,0
Random date text,2024-06-17,0
"May 09, 2025",2025-05-09,1
09-05-2025,2025-05-09,1
09 May 2025,2025-05-09,1
2025/05/09,2025-05-09,1
09/May/2025,2025-05-09,1
2025/09/05,2025-05-09,0
May 2025 09,2025-05-09,0
"May 09, 2032",2025-05-09,0
"December 09, 2025",2025-05-09,0
"February 31, 2083",2025-05-09,0
Random date text,2025-05-09,0
"June 30, 2024",2024-06-30,1
30-06-2024,2024-06-30,1
30 June 2024,2024-06-30,1
2024/06/30,2024-06-30,1
30/June/2024,2024-06-30,1
2024/30/06,2024-06-30,0
June 2024 30,2024-06-30,0
"June 30, 2033",2024-06-30,0
"February 30, 2024",2024-06-30,0
"August 41, 2059",2024-06-30,0
Random date text,2024-06-30,0
"March 04, 2025",2025-03-04,1
04-03-2025,2025-03-04,1
04 March 2025,2025-03-04,1
2025/03/04,2025-03-04,1
04/March/2025,2025-03-04,1
2025/04/03,2025-03-04,0
March 2025 04,2025-03-04,0
"March 04, 2027",2025-03-04,0
"August 04, 2025",2025-03-04,0
"March 36, 2093",2025-03-04,0
Random date text,2025-03-04,0
"June 07, 2024",2024-06-07,1
07-06-2024,2024-06-07,1
07 June 2024,2024-06-07,1
2024/06/07,2024-06-07,1
07/June/2024,2024-06-07,1
2024/07/06,2024-06-07,0
June 2024 07,2024-06-07,0
"June 07, 2015",2024-06-07,0
"March 07, 2024",2024-06-07,0
"May 33, 2088",2024-06-07,0
Random date text,2024-06-07,0
"August 08, 2024",2024-08-08,1
08-08-2024,2024-08-08,1
08 August 2024,2024-08-08,1
2024/08/08,2024-08-08,1
08/August/2024,2024-08-08,1
2024/08/08,2024-08-08,0
August 2024 08,2024-08-08,0
"August 08, 2019",2024-08-08,0
"July 08, 2024",2024-08-08,0
"January 38, 2093",2024-08-08,0
Random date text,2024-08-08,0
"October 19, 2024",2024-10-19,1
19-10-2024,2024-10-19,1
19 October 2024,2024-10-19,1
2024/10/19,2024-10-19,1
19/October/2024,2024-10-19,1
2024/19/10,2024-10-19,0
October 2024 19,2024-10-19,0
"October 19, 2028",2024-10-19,0
"May 19, 2024",2024-10-19,0
"January 32, 2005",2024-10-19,0
Random date text,2024-10-19,0
"September 21, 2024",2024-09-21,1
21-09-2024,2024-09-21,1
21 September 2024,2024-09-21,1
2024/09/21,2024-09-21,1
21/September/2024,2024-09-21,1
2024/21/09,2024-09-21,0
September 2024 21,2024-09-21,0
"September 21, 2029",2024-09-21,0
"November 21, 2024",2024-09-21,0
"August 37, 2041",2024-09-21,0
Random date text,2024-09-21,0
"May 19, 2025",2025-05-19,1
19-05-2025,2025-05-19,1
19 May 2025,2025-05-19,1
2025/05/19,2025-05-19,1
19/May/2025,2025-05-19,1
2025/19/05,2025-05-19,0
May 2025 19,2025-05-19,0
"May 19, 2027",2025-05-19,0
"April 19, 2025",2025-05-19,0
"February 29, 2044",2025-05-19,0
Random date text,2025-05-19,0
"March 01, 2025",2025-03-01,1
01-03-2025,2025-03-01,1
01 March 2025,2025-03-01,1
2025/03/01,2025-03-01,1
01/March/2025,2025-03-01,1
2025/01/03,2025-03-01,0
March 2025 01,2025-03-01,0
"March 01, 2023",2025-03-01,0
"December 01, 2025",2025-03-01,0
"November 36, 2096",2025-03-01,0
Random date text,2025-03-01,0
"May 20, 2025",2025-05-20,1
20-05-2025,2025-05-20,1
20 May 2025,2025-05-20,1
2025/05/20,2025-05-20,1
20/May/2025,2025-05-20,1
2025/20/05,2025-05-20,0
May 2025 20,2025-05-20,0
"May 20, 2029",2025-05-20,0
"March 20, 2025",2025-05-20,0
"June 39, 2057",2025-05-20,0
Random date text,2025-05-20,0
"January 19, 2025",2025-01-19,1
19-01-2025,2025-01-19,1
19 January 2025,2025-01-19,1
2025/01/19,2025-01-19,1
19/January/2025,2025-01-19,1
2025/19/01,2025-01-19,0
January 2025 19,2025-01-19,0
"January 19, 2023",2025-01-19,0
"June 19, 2025",2025-01-19,0
"December 33, 2080",2025-01-19,0
Random date text,2025-01-19,0
"May 14, 2025",2025-05-14,1
14-05-2025,2025-05-14,1
14 May 2025,2025-05-14,1
2025/05/14,2025-05-14,1
14/May/2025,2025-05-14,1
2025/14/05,2025-05-14,0
May 2025 14,2025-05-14,0
"May 14, 2028",2025-05-14,0
"February 14, 2025",2025-05-14,0
"February 29, 2098",2025-05-14,0
Random date text,2025-05-14,0
"July 11, 2024",2024-07-11,1
11-07-2024,2024-07-11,1
11 July 2024,2024-07-11,1
2024/07/11,2024-07-11,1
11/July/2024,2024-07-11,1
2024/11/07,2024-07-11,0
July 2024 11,2024-07-11,0
"July 11, 2027",2024-07-11,0
"December 11, 2024",2024-07-11,0
"December 32, 2018",2024-07-11,0
Random date text,2024-07-11,0
"May 29, 2025",2025-05-29,1
29-05-2025,2025-05-29,1
29 May 2025,2025-05-29,1
2025/05/29,2025-05-29,1
29/May/2025,2025-05-29,1
2025/29/05,2025-05-29,0
May 2025 29,2025-05-29,0
"May 29, 2031",2025-05-29,0
"June 29, 2025",2025-05-29,0
"August 36, 2004",2025-05-29,0
Random date text,2025-05-29,0
"February 02, 2025",2025-02-02,1
02-02-2025,2025-02-02,1
02 February 2025,2025-02-02,1
2025/02/02,2025-02-02,1
02/February/2025,2025-02-02,1
2025/02/02,2025-02-02,0
February 2025 02,2025-02-02,0
"February 02, 2020",2025-02-02,0
"June 02, 2025",2025-02-02,0
"September 40, 2016",2025-02-02,0
Random date text,2025-02-02,0
"December 29, 2024",2024-12-29,1
29-12-2024,2024-12-29,1
29 December 2024,2024-12-29,1
2024/12/29,2024-12-29,1
29/December/2024,2024-12-29,1
2024/29/12,2024-12-29,0
December 2024 29,2024-12-29,0
"December 29, 2028",2024-12-29,0
"September 29, 2024",2024-12-29,0
"June 34, 2026",2024-12-29,0
Random date text,2024-12-29,0
"May 12, 2025",2025-05-12,1
12-05-2025,2025-05-12,1
12 May 2025,2025-05-12,1
2025/05/12,2025-05-12,1
12/May/2025,2025-05-12,1
2025/12/05,2025-05-12,0
May 2025 12,2025-05-12,0
"May 12, 2031",2025-05-12,0
"December 12, 2025",2025-05-12,0
"June 33, 2028",2025-05-12,0
Random date text,2025-05-12,0
"August 15, 2024",2024-08-15,1
15-08-2024,2024-08-15,1
15 August 2024,2024-08-15,1
2024/08/15,2024-08-15,1
15/August/2024,2024-08-15,1
2024/15/08,2024-08-15,0
August 2024 15,2024-08-15,0
"August 15, 2027",2024-08-15,0
"April 15, 2024",2024-08-15,0
"September 31, 2056",2024-08-15,0
Random date text,2024-08-15,0
"January 07, 2025",2025-01-07,1
07-01-2025,2025-01-07,1
07 January 2025,2025-01-07,1
2025/01/07,2025-01-07,1
07/January/2025,2025-01-07,1
2025/07/01,2025-01-07,0
January 2025 07,2025-01-07,0
"January 07, 2020",2025-01-07,0
"September 07, 2025",2025-01-07,0
"March 41, 2066",2025-01-07,0
Random date text,2025-01-07,0
"April 20, 2025",2025-04-20,1
20-04-2025,2025-04-20,1
20 April 2025,2025-04-20,1
2025/04/20,2025-04-20,1
20/April/2025,2025-04-20,1
2025/20/04,2025-04-20,0
April 2025 20,2025-04-20,0
"April 20, 2030",2025-04-20,0
"August 20, 2025",2025-04-20,0
"April 37, 2011",2025-04-20,0
Random date text,2025-04-20,0
"April 29, 2025",2025-04-29,1
29-04-2025,2025-04-29,1
29 April 2025,2025-04-29,1
2025/04/29,2025-04-29,1
29/April/2025,2025-04-29,1
2025/29/04,2025-04-29,0
April 2025 29,2025-04-29,0
"April 29, 2016",2025-04-29,0
"March 29, 2025",2025-04-29,0
"December 35, 2095",2025-04-29,0
Random date text,2025-04-29,0
"October 26, 2024",2024-10-26,1
26-10-2024,2024-10-26,1
26 October 2024,2024-10-26,1
2024/10/26,2024-10-26,1
26/October/2024,2024-10-26,1
2024/26/10,2024-10-26,0
October 2024 26,2024-10-26,0
"October 26, 2015",2024-10-26,0
"January 26, 2024",2024-10-26,0
"September 39, 2069",2024-10-26,0
Random date text,2024-10-26,0
"September 26, 2024",2024-09-26,1
26-09-2024,2024-09-26,1
26 September 2024,2024-09-26,1
2024/09/26,2024-09-26,1
26/September/2024,2024-09-26,1
2024/26/09,2024-09-26,0
September 2024 26,2024-09-26,0
"September 26, 2028",2024-09-26,0
"December 26, 2024",2024-09-26,0
"July 33, 2026",2024-09-26,0
Random date text,2024-09-26,0
"96,568",96568,1
"ninety-six thousand, five hundred and sixty-eight",96568,1
"96,568a",96568,0
96568-,96568,0
96569,96568,0
96567,96568,0
random text,96568,0
"ninety-sixthousand,fivehundredandsixty-eight",96568,0
"99,213",99213,1
"ninety-nine thousand, two hundred and thirteen",99213,1
"99,213a",99213,0
99213-,99213,0
99214,99213,0
99212,99213,0
random text,99213,0
"ninety-ninethousand,twohundredandthirteen",99213,0
"30,221",30221,1
"thirty thousand, two hundred and twenty-one",30221,1
"30,221a",30221,0
30221-,30221,0
30222,30221,0
30220,30221,0
random text,30221,0
"thirtythousand,twohundredandtwenty-one",30221,0
"9,894",9894,1
"nine thousand, eight hundred and ninety-four",9894,1
"9,894a",9894,0
9894-,9894,0
9895,9894,0
9893,9894,0
random text,9894,0
"ninethousand,eighthundredandninety-four",9894,0
"39,645",39645,1
"thirty-nine thousand, six hundred and forty-five",39645,1
"39,645a",39645,0
39645-,39645,0
39646,39645,0
39644,39645,0
random text,39645,0
"thirty-ninethousand,sixhundredandforty-five",39645,0
"38,168",38168,1
"thirty-eight thousand, one hundred and sixty-eight",38168,1
"38,168a",38168,0
38168-,38168,0
38169,38168,0
38167,38168,0
random text,38168,0
"thirty-eightthousand,onehundredandsixty-eight",38168,0
"18,583",18583,1
"eighteen thousand, five hundred and eighty-three",18583,1
"18,583a",18583,0
18583-,18583,0
18584,18583,0
18582,18583,0
random text,18583,0
"eighteenthousand,fivehundredandeighty-three",18583,0
"20,597",20597,1
"twenty thousand, five hundred and ninety-seven",20597,1
"20,597a",20597,0
20597-,20597,0
20598,20597,0
20596,20597,0
random text,20597,0
"twentythousand,fivehundredandninety-seven",20597,0
"22,733",22733,1
"twenty-two thousand, seven hundred and thirty-three",22733,1
"22,733a",22733,0
22733-,22733,0
22734,22733,0
22732,22733,0
random text,22733,0
"twenty-twothousand,sevenhundredandthirty-three",22733,0
"75,865",75865,1
"seventy-five thousand, eight hundred and sixty-five",75865,1
"75,865a",75865,0
75865-,75865,0
75866,75865,0
75864,75865,0
random text,75865,0
"seventy-fivethousand,eighthundredandsixty-five",75865,0
"15,399",15399,1
"fifteen thousand, three hundred and ninety-nine",15399,1
"15,399a",15399,0
15399-,15399,0
15400,15399,0
15398,15399,0
random text,15399,0
"fifteenthousand,threehundredandninety-nine",15399,0
"88,058",88058,1
eighty-eight thousand and fifty-eight,88058,1
"88,058a",88058,0
88058-,88058,0
88059,88058,0
88057,88058,0
random text,88058,0
eighty-eightthousandandfifty-eight,88058,0
"53,127",53127,1
"fifty-three thousand, one hundred and twenty-seven",53127,1
"53,127a",53127,0
53127-,53127,0
53128,53127,0
53126,53127,0
random text,53127,0
"fifty-threethousand,onehundredandtwenty-seven",53127,0
"6,073",6073,1
six thousand and seventy-three,6073,1
"6,073a",6073,0
6073-,6073,0
6074,6073,0
6072,6073,0
random text,6073,0
sixthousandandseventy-three,6073,0
"49,967",49967,1
"forty-nine thousand, nine hundred and sixty-seven",49967,1
"49,967a",49967,0
49967-,49967,0
49968,49967,0
49966,49967,0
random text,49967,0
"forty-ninethousand,ninehundredandsixty-seven",49967,0
"57,028",57028,1
fifty-seven thousand and twenty-eight,57028,1
"57,028a",57028,0
57028-,57028,0
57029,57028,0
57027,57028,0
random text,57028,0
fifty-seventhousandandtwenty-eight,57028,0
"96,675",96675,1
"ninety-six thousand, six hundred and seventy-five",96675,1
"96,675a",96675,0
96675-,96675,0
96676,96675,0
96674,96675,0
random text,96675,0
"ninety-sixthousand,sixhundredandseventy-five",96675,0
"54,148",54148,1
"fifty-four thousand, one hundred and forty-eight",54148,1
"54,148a",54148,0
54148-,54148,0
54149,54148,0
54147,54148,0
random text,54148,0
"fifty-fourthousand,onehundredandforty-eight",54148,0
"17,809",17809,1
"seventeen thousand, eight hundred and nine",17809,1
"17,809a",17809,0
17809-,17809,0
17810,17809,0
17808,17809,0
random text,17809,0
"seventeenthousand,eighthundredandnine",17809,0
"18,373",18373,1
"eighteen thousand, three hundred and seventy-three",18373,1
"18,373a",18373,0
18373-,18373,0
18374,18373,0
18372,18373,0
random text,18373,0
"eighteenthousand,threehundredandseventy-three",18373,0
"11,670",11670,1
"eleven thousand, six hundred and seventy",11670,1
"11,670a",11670,0
11670-,11670,0
11671,11670,0
11669,11670,0
random text,11670,0
"eleventhousand,sixhundredandseventy",11670,0
"92,337",92337,1
"ninety-two thousand, three hundred and thirty-seven",92337,1
"92,337a",92337,0
92337-,92337,0
92338,92337,0
92336,92337,0
random text,92337,0
"ninety-twothousand,threehundredandthirty-seven",92337,0
"86,685",86685,1
"eighty-six thousand, six hundred and eighty-five",86685,1
"86,685a",86685,0
86685-,86685,0
86686,86685,0
86684,86685,0
random text,86685,0
"eighty-sixthousand,sixhundredandeighty-five",86685,0
"96,881",96881,1
"ninety-six thousand, eight hundred and eighty-one",96881,1
"96,881a",96881,0
96881-,96881,0
96882,96881,0
96880,96881,0
random text,96881,0
"ninety-sixthousand,eighthundredandeighty-one",96881,0
"57,465",57465,1
"fifty-seven thousand, four hundred and sixty-five",57465,1
"57,465a",57465,0
57465-,57465,0
57466,57465,0
57464,57465,0
random text,57465,0
"fifty-seventhousand,fourhundredandsixty-five",57465,0
"18,354",18354,1
"eighteen thousand, three hundred and fifty-four",18354,1
"18,354a",18354,0
18354-,18354,0
18355,18354,0
18353,18354,0
random text,18354,0
"eighteenthousand,threehundredandfifty-four",18354,0
"97,489",97489,1
"ninety-seven thousand, four hundred and eighty-nine",97489,1
"97,489a",97489,0
97489-,97489,0
97490,97489,0
97488,97489,0
random text,97489,0
"ninety-seventhousand,fourhundredandeighty-nine",97489,0
"78,189",78189,1
"seventy-eight thousand, one hundred and eighty-nine",78189,1
"78,189a",78189,0
78189-,78189,0
78190,78189,0
78188,78189,0
random text,78189,0
"seventy-eightthousand,onehundredandeighty-nine",78189,0
"88,159",88159,1
"eighty-eight thousand, one hundred and fifty-nine",88159,1
"88,159a",88159,0
88159-,88159,0
88160,88159,0
88158,88159,0
random text,88159,0
"eighty-eightthousand,onehundredandfifty-nine",88159,0
"31,679",31679,1
"thirty-one thousand, six hundred and seventy-nine",31679,1
"31,679a",31679,0
31679-,31679,0
31680,31679,0
31678,31679,0
random text,31679,0
"thirty-onethousand,sixhundredandseventy-nine",31679,0
"86,512",86512,1
"eighty-six thousand, five hundred and twelve",86512,1
"86,512a",86512,0
86512-,86512,0
86513,86512,0
86511,86512,0
random text,86512,0
"eighty-sixthousand,fivehundredandtwelve",86512,0
"4,947",4947,1
"four thousand, nine hundred and forty-seven",4947,1
"4,947a",4947,0
4947-,4947,0
4948,4947,0
4946,4947,0
random text,4947,0
"fourthousand,ninehundredandforty-seven",4947,0
"68,859",68859,1
"sixty-eight thousand, eight hundred and fifty-nine",68859,1
"68,859a",68859,0
68859-,68859,0
68860,68859,0
68858,68859,0
random text,68859,0
"sixty-eightthousand,eighthundredandfifty-nine",68859,0
"5,643",5643,1
"five thousand, six hundred and forty-three",5643,1
"5,643a",5643,0
5643-,5643,0
5644,5643,0
5642,5643,0
random text,5643,0
"fivethousand,sixhundredandforty-three",5643,0
"31,092",31092,1
thirty-one thousand and ninety-two,31092,1
"31,092a",31092,0
31092-,31092,0
31093,31092,0
31091,31092,0
random text,31092,0
thirty-onethousandandninety-two,31092,0
"75,232",75232,1
"seventy-five thousand, two hundred and thirty-two",75232,1
"75,232a",75232,0
75232-,75232,0
75233,75232,0
75231,75232,0
random text,75232,0
"seventy-fivethousand,twohundredandthirty-two",75232,0
"79,163",79163,1
"seventy-nine thousand, one hundred and sixty-three",79163,1
"79,163a",79163,0
79163-,79163,0
79164,79163,0
79162,79163,0
random text,79163,0
"seventy-ninethousand,onehundredandsixty-three",79163,0
"32,486",32486,1
"thirty-two thousand, four hundred and eighty-six",32486,1
"32,486a",32486,0
32486-,32486,0
32487,32486,0
32485,32486,0
random text,32486,0
"thirty-twothousand,fourhundredandeighty-six",32486,0
"84,334",84334,1
"eighty-four thousand, three hundred and thirty-four",84334,1
"84,334a",84334,0
84334-,84334,0
84335,84334,0
84333,84334,0
random text,84334,0
"eighty-fourthousand,threehundredandthirty-four",84334,0
"10,667",10667,1
"ten thousand, six hundred and sixty-seven",10667,1
"10,667a",10667,0
10667-,10667,0
10668,10667,0
10666,10667,0
random text,10667,0
"tenthousand,sixhundredandsixty-seven",10667,0
"29,049",29049,1
twenty-nine thousand and forty-nine,29049,1
"29,049a",29049,0
29049-,29049,0
29050,29049,0
29048,29049,0
random text,29049,0
twenty-ninethousandandforty-nine,29049,0
"97,419",97419,1
"ninety-seven thousand, four hundred and nineteen",97419,1
"97,419a",97419,0
97419-,97419,0
97420,97419,0
97418,97419,0
random text,97419,0
"ninety-seventhousand,fourhundredandnineteen",97419,0
"14,471",14471,1
"fourteen thousand, four hundred and seventy-one",14471,1
"14,471a",14471,0
14471-,14471,0
14472,14471,0
14470,14471,0
random text,14471,0
"fourteenthousand,fourhundredandseventy-one",14471,0
"48,110",48110,1
"forty-eight thousand, one hundred and ten",48110,1
"48,110a",48110,0
48110-,48110,0
48111,48110,0
48109,48110,0
random text,48110,0
"forty-eightthousand,onehundredandten",48110,0
"8,862",8862,1
"eight thousand, eight hundred and sixty-two",8862,1
"8,862a",8862,0
8862-,8862,0
8863,8862,0
8861,8862,0
random text,8862,0
"eightthousand,eighthundredandsixty-two",8862,0
"20,437",20437,1
"twenty thousand, four hundred and thirty-seven",20437,1
"20,437a",20437,0
20437-,20437,0
20438,20437,0
20436,20437,0
random text,20437,0
"twentythousand,fourhundredandthirty-seven",20437,0
"29,571",29571,1
"twenty-nine thousand, five hundred and seventy-one",29571,1
"29,571a",29571,0
29571-,29571,0
29572,29571,0
29570,29571,0
random text,29571,0
"twenty-ninethousand,fivehundredandseventy-one",29571,0
"27,369",27369,1
"twenty-seven thousand, three hundred and sixty-nine",27369,1
"27,369a",27369,0
27369-,27369,0
27370,27369,0
27368,27369,0
random text,27369,0
"twenty-seventhousand,threehundredandsixty-nine",27369,0
"50,393",50393,1
"fifty thousand, three hundred and ninety-three",50393,1
"50,393a",50393,0
50393-,50393,0
50394,50393,0
50392,50393,0
random text,50393,0
"fiftythousand,threehundredandninety-three",50393,0
"4,059",4059,1
four thousand and fifty-nine,4059,1
"4,059a",4059,0
4059-,4059,0
4060,4059,0
4058,4059,0
random text,4059,0
fourthousandandfifty-nine,4059,0
"12,579",12579,1
"twelve thousand, five hundred and seventy-nine",12579,1
"12,579a",12579,0
12579-,12579,0
12580,12579,0
12578,12579,0
random text,12579,0
"twelvethousand,fivehundredandseventy-nine",12579,0
"81,718",81718,1
"eighty-one thousand, seven hundred and eighteen",81718,1
"81,718a",81718,0
81718-,81718,0
81719,81718,0
81717,81718,0
random text,81718,0
"eighty-onethousand,sevenhundredandeighteen",81718,0
119,119,1
one hundred and nineteen,119,1
119a,119,0
119-,119,0
120,119,0
118,119,0
random text,119,0
onehundredandnineteen,119,0
"50,863",50863,1
"fifty thousand, eight hundred and sixty-three",50863,1
"50,863a",50863,0
50863-,50863,0
50864,50863,0
50862,50863,0
random text,50863,0
"fiftythousand,eighthundredandsixty-three",50863,0
"20,843",20843,1
"twenty thousand, eight hundred and forty-three",20843,1
"20,843a",20843,0
20843-,20843,0
20844,20843,0
20842,20843,0
random text,20843,0
"twentythousand,eighthundredandforty-three",20843,0
"18,188",18188,1
"eighteen thousand, one hundred and eighty-eight",18188,1
"18,188a",18188,0
18188-,18188,0
18189,18188,0
18187,18188,0
random text,18188,0
"eighteenthousand,onehundredandeighty-eight",18188,0
"12,671",12671,1
"twelve thousand, six hundred and seventy-one",12671,1
"12,671a",12671,0
12671-,12671,0
12672,12671,0
12670,12671,0
random text,12671,0
"twelvethousand,sixhundredandseventy-one",12671,0
"75,577",75577,1
"seventy-five thousand, five hundred and seventy-seven",75577,1
"75,577a",75577,0
75577-,75577,0
75578,75577,0
75576,75577,0
random text,75577,0
"seventy-fivethousand,fivehundredandseventy-seven",75577,0
"32,330",32330,1
"thirty-two thousand, three hundred and thirty",32330,1
"32,330a",32330,0
32330-,32330,0
32331,32330,0
32329,32330,0
random text,32330,0
"thirty-twothousand,threehundredandthirty",32330,0
"18,490",18490,1
"eighteen thousand, four hundred and ninety",18490,1
"18,490a",18490,0
18490-,18490,0
18491,18490,0
18489,18490,0
random text,18490,0
"eighteenthousand,fourhundredandninety",18490,0
"46,548",46548,1
"forty-six thousand, five hundred and forty-eight",46548,1
"46,548a",46548,0
46548-,46548,0
46549,46548,0
46547,46548,0
random text,46548,0
"forty-sixthousand,fivehundredandforty-eight",46548,0
"65,300",65300,1
"sixty-five thousand, three hundred",65300,1
"65,300a",65300,0
65300-,65300,0
65301,65300,0
65299,65300,0
random text,65300,0
"sixty-fivethousand,threehundred",65300,0
"2,130",2130,1
"two thousand, one hundred and thirty",2130,1
"2,130a",2130,0
2130-,2130,0
2131,2130,0
2129,2130,0
random text,2130,0
"twothousand,onehundredandthirty",2130,0
"45,344",45344,1
"forty-five thousand, three hundred and forty-four",45344,1
"45,344a",45344,0
45344-,45344,0
45345,45344,0
45343,45344,0
random text,45344,0
"forty-fivethousand,threehundredandforty-four",45344,0
"52,592",52592,1
"fifty-two thousand, five hundred and ninety-two",52592,1
"52,592a",52592,0
52592-,52592,0
52593,52592,0
52591,52592,0
random text,52592,0
"fifty-twothousand,fivehundredandninety-two",52592,0
"29,901",29901,1
"twenty-nine thousand, nine hundred and one",29901,1
"29,901a",29901,0
29901-,29901,0
29902,29901,0
29900,29901,0
random text,29901,0
"twenty-ninethousand,ninehundredandone",29901,0
"20,027",20027,1
twenty thousand and twenty-seven,20027,1
"20,027a",20027,0
20027-,20027,0
20028,20027,0
20026,20027,0
random text,20027,0
twentythousandandtwenty-seven,20027,0
"43,701",43701,1
"forty-three thousand, seven hundred and one",43701,1
"43,701a",43701,0
43701-,43701,0
43702,43701,0
43700,43701,0
random text,43701,0
"forty-threethousand,sevenhundredandone",43701,0
"16,676",16676,1
"sixteen thousand, six hundred and seventy-six",16676,1
"16,676a",16676,0
16676-,16676,0
16677,16676,0
16675,16676,0
random text,16676,0
"sixteenthousand,sixhundredandseventy-six",16676,0
"15,319",15319,1
"fifteen thousand, three hundred and nineteen",15319,1
"15,319a",15319,0
15319-,15319,0
15320,15319,0
15318,15319,0
random text,15319,0
"fifteenthousand,threehundredandnineteen",15319,0
"99,576",99576,1
"ninety-nine thousand, five hundred and seventy-six",99576,1
"99,576a",99576,0
99576-,99576,0
99577,99576,0
99575,99576,0
random text,99576,0
"ninety-ninethousand,fivehundredandseventy-six",99576,0
"61,073",61073,1
sixty-one thousand and seventy-three,61073,1
"61,073a",61073,0
61073-,61073,0
61074,61073,0
61072,61073,0
random text,61073,0
sixty-onethousandandseventy-three,61073,0
"71,997",71997,1
"seventy-one thousand, nine hundred and ninety-seven",71997,1
"71,997a",71997,0
71997-,71997,0
71998,71997,0
71996,71997,0
random text,71997,0
"seventy-onethousand,ninehundredandninety-seven",71997,0
"58,739",58739,1
"fifty-eight thousand, seven hundred and thirty-nine",58739,1
"58,739a",58739,0
58739-,58739,0
58740,58739,0
58738,58739,0
random text,58739,0
"fifty-eightthousand,sevenhundredandthirty-nine",58739,0
"22,444",22444,1
"twenty-two thousand, four hundred and forty-four",22444,1
"22,444a",22444,0
22444-,22444,0
22445,22444,0
22443,22444,0
random text,22444,0
"twenty-twothousand,fourhundredandforty-four",22444,0
"18,365",18365,1
"eighteen thousand, three hundred and sixty-five",18365,1
"18,365a",18365,0
18365-,18365,0
18366,18365,0
18364,18365,0
random text,18365,0
"eighteenthousand,threehundredandsixty-five",18365,0
"30,063",30063,1
thirty thousand and sixty-three,30063,1
"30,063a",30063,0
30063-,30063,0
30064,30063,0
30062,30063,0
random text,30063,0
thirtythousandandsixty-three,30063,0
"74,809",74809,1
"seventy-four thousand, eight hundred and nine",74809,1
"74,809a",74809,0
74809-,74809,0
74810,74809,0
74808,74809,0
random text,74809,0
"seventy-fourthousand,eighthundredandnine",74809,0
"27,995",27995,1
"twenty-seven thousand, nine hundred and ninety-five",27995,1
"27,995a",27995,0
27995-,27995,0
27996,27995,0
27994,27995,0
random text,27995,0
"twenty-seventhousand,ninehundredandninety-five",27995,0
"87,380",87380,1
"eighty-seven thousand, three hundred and eighty",87380,1
"87,380a",87380,0
87380-,87380,0
87381,87380,0
87379,87380,0
random text,87380,0
"eighty-seventhousand,threehundredandeighty",87380,0
"7,283",7283,1
"seven thousand, two hundred and eighty-three",7283,1
"7,283a",7283,0
7283-,7283,0
7284,7283,0
7282,7283,0
random text,7283,0
"seventhousand,twohundredandeighty-three",7283,0
"6,351",6351,1
"six thousand, three hundred and fifty-one",6351,1
"6,351a",6351,0
6351-,6351,0
6352,6351,0
6350,6351,0
random text,6351,0
"sixthousand,threehundredandfifty-one",6351,0
"68,555",68555,1
"sixty-eight thousand, five hundred and fifty-five",68555,1
"68,555a",68555,0
68555-,68555,0
68556,68555,0
68554,68555,0
random text,68555,0
"sixty-eightthousand,fivehundredandfifty-five",68555,0
"99,531",99531,1
"ninety-nine thousand, five hundred and thirty-one",99531,1
"99,531a",99531,0
99531-,99531,0
99532,99531,0
99530,99531,0
random text,99531,0
"ninety-ninethousand,fivehundredandthirty-one",99531,0
"47,235",47235,1
"forty-seven thousand, two hundred and thirty-five",47235,1
"47,235a",47235,0
47235-,47235,0
47236,47235,0
47234,47235,0
random text,47235,0
"forty-seventhousand,twohundredandthirty-five",47235,0
"95,558",95558,1
"ninety-five thousand, five hundred and fifty-eight",95558,1
"95,558a",95558,0
95558-,95558,0
95559,95558,0
95557,95558,0
random text,95558,0
"ninety-fivethousand,fivehundredandfifty-eight",95558,0
"65,828",65828,1
"sixty-five thousand, eight hundred and twenty-eight",65828,1
"65,828a",65828,0
65828-,65828,0
65829,65828,0
65827,65828,0
random text,65828,0
"sixty-fivethousand,eighthundredandtwenty-eight",65828,0
"95,914",95914,1
"ninety-five thousand, nine hundred and fourteen",95914,1
"95,914a",95914,0
95914-,95914,0
95915,95914,0
95913,95914,0
random text,95914,0
